Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,churn_probability,predicted_churn,estimated_annual_revenue,risk_segment
Male,Yes,Yes,No,19,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,37.99,721.81,0.106380455,0,455.88,Low Risk
Male,No,Yes,No,71,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),114.93,8160.03,0.112695165,0,1379.16,Low Risk
Female,Yes,Yes,No,41,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),97.08,3980.28,0.16722275,0,1164.96,Low Risk
Male,Yes,No,Yes,41,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,40.52,1661.32,0.0143302465,0,486.24,Low Risk
Male,Yes,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,53.32,693.16,0.030051222,0,639.84,Low Risk
Male,No,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.64,214.48,0.11944738,0,367.68,Low Risk
Female,Yes,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,62.92,566.28,0.09539694,0,755.04,Low Risk
Female,No,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.74,498.54,0.051362533,0,284.88,Low Risk
Female,No,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.09,1214.95,0.024221085,0,265.08,Low Risk
Female,No,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.74,4037.0,0.079268634,0,968.8799999999999,Low Risk
Male,Yes,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,98.52,4433.4,0.28514418,0,1182.24,Low Risk
Female,No,Yes,No,12,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.83,669.96,0.5983037,1,669.96,Medium Risk
Female,Yes,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.86,1194.4,0.048818596,0,358.32,Low Risk
Female,Yes,Yes,No,37,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,48.13,1780.81,0.10594296,0,577.5600000000001,Low Risk
Male,No,Yes,No,50,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),68.59,3429.5,0.09246728,0,823.08,Low Risk
Male,No,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.97,1246.83,0.007443457,0,383.64,Low Risk
Male,Yes,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.93,359.67,0.039583422,0,227.16,Low Risk
Male,No,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.15,3770.55,0.10856577,0,793.8000000000001,Low Risk
Male,No,Yes,Yes,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),78.21,2815.56,0.02829193,0,938.52,Low Risk
Male,No,Yes,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,59.5,3689.0,0.044272352,0,714.0,Low Risk
Female,No,No,No,30,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,52.09,1562.7,0.18610501,0,625.08,Low Risk
Female,Yes,No,Yes,19,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),113.13,2149.47,0.061700832,0,1357.56,Low Risk
Male,Yes,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,92.15,6542.65,0.0017336534,0,1105.8000000000002,Low Risk
Male,Yes,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.64,82.92,0.13266358,0,331.68,Low Risk
Male,No,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.04,493.68,0.17266813,0,348.48,Low Risk
Female,Yes,Yes,Yes,28,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),43.85,1227.8,0.009655095,0,526.2,Low Risk
Female,Yes,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.32,116.6,0.064895906,0,279.84000000000003,Low Risk
Female,No,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.67,1232.22,0.0056993887,0,224.04000000000002,Low Risk
Female,No,No,No,36,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,39.52,1422.72,0.036063306,0,474.24,Low Risk
Male,No,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.92,6037.44,0.4320264,1,1271.04,Medium Risk
Female,No,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.47,1590.55,0.053765476,0,293.64,Low Risk
Male,Yes,Yes,Yes,53,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),70.18,3719.54,0.00635325,0,842.1600000000001,Low Risk
Female,No,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,100.99,3029.7,0.20874596,0,1211.8799999999999,Low Risk
Male,Yes,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.83,111.32,0.044881433,0,333.96,Low Risk
Male,Yes,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.24,643.28,0.029969182,0,350.88,Low Risk
Female,Yes,Yes,No,41,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),76.1,3120.1,0.17675565,0,913.1999999999999,Low Risk
Male,Yes,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.71,1990.57,0.002764794,0,356.52,Low Risk
Female,No,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.4,2188.8,0.0035779676,0,364.79999999999995,Low Risk
Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.54,473.1,0.00521742,0,378.48,Low Risk
Female,Yes,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.42,1520.82,0.021084515,0,257.04,Low Risk
Female,No,No,Yes,14,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,116.11,1625.54,0.040112503,0,1393.32,Low Risk
Male,No,Yes,No,68,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,98.87,6723.16,0.30045792,1,1186.44,Medium Risk
Male,No,Yes,No,48,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),39.34,1888.32,0.09867348,0,472.08000000000004,Low Risk
Female,Yes,No,Yes,14,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.51,623.14,0.02537094,0,534.12,Low Risk
Male,Yes,Yes,Yes,4,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.34,373.36,0.29132107,0,1120.08,Low Risk
Male,No,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.68,2092.0,0.4616026,1,1004.1600000000001,Medium Risk
Female,No,No,Yes,36,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,58.54,2107.44,0.017261315,0,702.48,Low Risk
Female,Yes,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.05,1202.5,0.065359175,0,288.6,Low Risk
Female,Yes,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),115.64,1387.68,0.53778404,1,1387.68,Medium Risk
Female,No,No,Yes,8,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.22,521.76,0.18197452,0,782.64,Low Risk
Male,No,Yes,No,68,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),73.3,4984.4,0.26092774,0,879.5999999999999,Low Risk
Female,Yes,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),99.91,6194.42,0.0040106075,0,1198.92,Low Risk
Female,Yes,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.54,349.18,0.00848262,0,246.48,Low Risk
Female,Yes,Yes,No,38,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,73.12,2778.56,0.27677923,0,877.44,Low Risk
Female,Yes,No,Yes,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.03,840.9,0.005821,0,336.36,Low Risk
Female,No,No,Yes,22,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,84.87,1867.14,0.016851075,0,1018.44,Low Risk
Male,Yes,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),57.72,3578.64,0.012340319,0,692.64,Low Risk
Female,Yes,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.02,0.0,0.09924771,0,264.24,Low Risk
Female,Yes,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.36,909.92,0.030936643,0,232.32,Low Risk
Male,Yes,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.9,170.1,0.060842417,0,226.79999999999998,Low Risk
Female,No,No,No,45,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),98.91,4450.95,0.064070106,0,1186.92,Low Risk
Male,No,No,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),100.19,1603.04,0.023050688,0,1202.28,Low Risk
Female,Yes,No,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,81.9,5077.8,0.0050476454,0,982.8000000000001,Low Risk
Female,Yes,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,93.73,562.38,0.42524055,1,1124.76,Medium Risk
Female,No,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.84,1932.28,0.022108262,0,346.08,Low Risk
Female,No,Yes,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.73,1536.5,0.035061926,0,368.76,Low Risk
Male,No,Yes,Yes,8,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,44.65,357.2,0.12061884,0,535.8,Low Risk
Male,Yes,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.99,495.84,0.014046632,0,371.88,Low Risk
Male,No,No,No,9,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),108.86,979.74,0.40033436,1,1306.32,Medium Risk
Male,No,No,Yes,56,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),45.92,2571.52,0.0066122008,0,551.04,Low Risk
Female,Yes,Yes,Yes,9,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),83.32,749.88,0.017602237,0,999.8399999999999,Low Risk
Male,No,No,No,51,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),55.03,2806.53,0.09829345,0,660.36,Low Risk
Female,Yes,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,74.24,1856.0,0.033779535,0,890.8799999999999,Low Risk
Male,Yes,Yes,Yes,30,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),86.96,2608.8,0.015989996,0,1043.52,Low Risk
Male,Yes,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.41,591.89,0.0047290246,0,244.92000000000002,Low Risk
Male,Yes,Yes,Yes,22,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,64.75,1424.5,0.010331531,0,777.0,Low Risk
Male,No,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),83.69,3431.29,0.12498732,0,1004.28,Low Risk
Male,No,Yes,Yes,17,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.31,1382.27,0.0055238632,0,975.72,Low Risk
Female,Yes,Yes,Yes,34,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),101.36,3446.24,0.016267898,0,1216.32,Low Risk
Male,Yes,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.63,1784.21,0.0047787656,0,319.56,Low Risk
Male,Yes,Yes,Yes,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,56.73,3403.8,0.015157341,0,680.76,Low Risk
Male,Yes,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.97,59.91,0.18259233,0,239.64,Low Risk
Female,Yes,No,Yes,14,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,38.68,541.52,0.019019224,0,464.15999999999997,Low Risk
Female,Yes,Yes,No,22,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.79,1909.38,0.4836095,1,1041.48,Medium Risk
Male,Yes,No,No,53,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),77.85,4126.05,0.07854856,0,934.1999999999999,Low Risk
Female,No,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),119.56,3706.36,0.1599002,0,1434.72,Low Risk
Female,No,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.8,1940.4,0.014742646,0,369.6,Low Risk
Male,No,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.18,254.98,0.0070832768,0,278.15999999999997,Low Risk
Female,No,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.89,595.47,0.05033135,0,310.68,Low Risk
Female,No,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.08,1840.32,0.04906636,0,408.96,Low Risk
Female,Yes,No,Yes,14,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.04,1372.56,0.39549762,1,1176.48,Medium Risk
Male,Yes,No,Yes,28,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),87.26,2443.28,0.016717428,0,1047.1200000000001,Low Risk
Female,No,No,Yes,24,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.24,1037.76,0.13275594,0,518.88,Low Risk
Male,Yes,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.1,3768.3,0.3271491,1,853.1999999999999,Medium Risk
Female,No,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.24,1173.92,0.05279241,0,242.88,Low Risk
Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,111.97,671.82,0.39846218,1,1343.6399999999999,Medium Risk
Male,Yes,Yes,No,16,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),77.4,1238.4,0.21009248,0,928.8000000000001,Low Risk
Male,Yes,No,No,18,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),118.48,2132.64,0.16151729,0,1421.76,Low Risk
Female,Yes,No,Yes,17,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,37.75,641.75,0.01625874,0,453.0,Low Risk
Female,Yes,Yes,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.42,2000.56,0.023307968,0,353.04,Low Risk
Female,No,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,85.4,4270.0,0.13209388,0,1024.8000000000002,Low Risk
Female,No,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.24,664.8,0.15197682,0,398.88,Low Risk
Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.51,564.08,0.29977915,0,846.1200000000001,Low Risk
Female,No,No,Yes,38,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,85.01,3230.38,0.0119084045,0,1020.1200000000001,Low Risk
Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),101.4,3143.4,0.3306545,1,1216.8000000000002,Medium Risk
Male,No,Yes,Yes,18,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.98,1637.64,0.014575564,0,1091.76,Low Risk
Female,Yes,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),70.64,847.68,0.013487721,0,847.6800000000001,Low Risk
Female,No,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.76,282.88,0.08190498,0,261.12,Low Risk
Female,Yes,Yes,Yes,2,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,105.49,210.98,0.71829927,1,1265.8799999999999,High Risk
Male,Yes,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,37.13,594.08,0.42961925,1,445.56000000000006,Medium Risk
Female,Yes,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.17,145.36,0.06476615,0,218.04000000000002,Low Risk
Male,Yes,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.91,263.01,0.088488124,0,286.92,Low Risk
Male,Yes,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.68,708.48,0.044711675,0,236.16,Low Risk
Male,No,Yes,Yes,45,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),93.3,4198.5,0.004102757,0,1119.6,Low Risk
Female,No,Yes,Yes,41,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,62.7,2570.7,0.019785399,0,752.4000000000001,Low Risk
Male,No,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.79,19.79,0.088125,0,237.48,Low Risk
Male,No,No,Yes,21,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),71.26,1496.46,0.011112315,0,855.1200000000001,Low Risk
Female,No,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,46.54,3025.1,0.30122235,1,558.48,Medium Risk
Male,Yes,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.55,650.1,0.102979004,0,354.6,Low Risk
Male,No,No,Yes,37,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),89.18,3299.66,0.010350367,0,1070.16,Low Risk
Female,Yes,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.79,1476.09,0.006528586,0,249.48,Low Risk
Female,No,Yes,No,70,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),100.85,7059.5,0.11789807,0,1210.1999999999998,Low Risk
Male,Yes,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.93,1284.78,0.0059467265,0,335.15999999999997,Low Risk
Male,No,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,78.45,4079.4,0.10992819,0,941.4000000000001,Low Risk
Male,No,Yes,No,54,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,86.12,4650.48,0.3936885,1,1033.44,Medium Risk
Male,No,No,No,21,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,83.26,1748.46,0.11145603,0,999.1200000000001,Low Risk
Male,Yes,No,No,8,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),103.17,825.36,0.4257207,1,1238.04,Medium Risk
Female,No,No,Yes,2,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.12,116.24,0.290361,0,697.4399999999999,Low Risk
Female,No,No,Yes,26,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.68,1967.68,0.049968462,0,908.1600000000001,Low Risk
Female,No,No,No,54,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.21,3629.34,0.13439852,0,806.52,Low Risk
Male,Yes,No,No,8,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),96.1,768.8,0.122294396,0,1153.1999999999998,Low Risk
Male,Yes,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.65,1287.3,0.08622313,0,367.79999999999995,Low Risk
Male,Yes,Yes,No,56,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,93.74,5249.44,0.21719603,0,1124.8799999999999,Low Risk
Female,No,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),33.6,67.2,0.05240362,0,403.20000000000005,Low Risk
Female,No,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.87,5771.16,0.049264308,0,1018.44,Low Risk
Female,Yes,No,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.02,1551.24,0.0083753625,0,300.24,Low Risk
Male,No,Yes,No,53,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),90.03,4771.59,0.0929787,0,1080.3600000000001,Low Risk
Male,Yes,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.98,7258.68,0.054011893,0,1319.76,Low Risk
Female,Yes,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.0,812.0,0.043475084,0,348.0,Low Risk
Female,Yes,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.29,151.74,0.02610315,0,303.48,Low Risk
Female,Yes,Yes,Yes,67,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,84.4,5654.8,0.006043279,0,1012.8000000000001,Low Risk
Female,Yes,Yes,No,24,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),65.88,1581.12,0.25866544,0,790.56,Low Risk
Male,Yes,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.61,886.01,0.0125564085,0,259.32,Low Risk
Male,Yes,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,103.56,4349.52,0.06818651,0,1242.72,Low Risk
Female,Yes,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),118.93,7016.87,0.13021559,0,1427.16,Low Risk
Female,No,No,No,66,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.45,5243.7,0.15222089,0,953.4000000000001,Low Risk
Male,No,No,Yes,59,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,59.65,3519.35,0.011133572,0,715.8,Low Risk
Female,Yes,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.15,762.45,0.044355385,0,397.79999999999995,Low Risk
Male,No,Yes,Yes,63,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),42.69,2689.47,0.025684128,0,512.28,Low Risk
Female,No,Yes,No,5,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,107.19,535.95,0.24144487,0,1286.28,Low Risk
Female,No,Yes,Yes,51,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,49.93,2546.43,0.010491868,0,599.16,Low Risk
