Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges
Female,Yes,No,Yes,14,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,38.68,541.52
Female,Yes,Yes,No,22,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.79,1909.38
Male,Yes,No,No,53,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),77.85,4126.05
Female,No,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),119.56,3706.36
Female,No,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.8,1940.4
Male,No,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.18,254.98
Female,No,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.89,595.47
Female,No,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.08,1840.32
Female,Yes,No,Yes,14,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.04,1372.56
Male,Yes,No,Yes,28,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),87.26,2443.28
Female,No,No,Yes,24,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.24,1037.76
Male,Yes,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.1,3768.3
Female,No,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.24,1173.92
Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,111.97,671.82
Male,Yes,Yes,No,16,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),77.4,1238.4
Male,Yes,No,No,18,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),118.48,2132.64
Female,Yes,No,Yes,17,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,37.75,641.75
Female,Yes,Yes,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.42,2000.56
Female,No,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,85.4,4270.0
Female,No,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.24,664.8
Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.51,564.08
Female,No,No,Yes,38,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,85.01,3230.38
Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),101.4,3143.4
Male,No,Yes,Yes,18,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.98,1637.64
Female,Yes,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),70.64,847.68
Female,No,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.76,282.88
Female,Yes,Yes,Yes,2,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,105.49,210.98
Male,Yes,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,37.13,594.08
Female,Yes,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.17,145.36
Male,Yes,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.91,263.01
Male,Yes,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.68,708.48
Male,No,Yes,Yes,45,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),93.3,4198.5
Female,No,Yes,Yes,41,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,62.7,2570.7
Male,No,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.79,19.79
Male,No,No,Yes,21,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),71.26,1496.46
Female,No,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,46.54,3025.1
Male,Yes,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.55,650.1
Male,No,No,Yes,37,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),89.18,3299.66
Female,Yes,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.79,1476.09
Female,No,Yes,No,70,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),100.85,7059.5
Male,Yes,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.93,1284.78
Male,No,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,78.45,4079.4
Male,No,Yes,No,54,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,86.12,4650.48
Male,No,No,No,21,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,83.26,1748.46
Male,Yes,No,No,8,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),103.17,825.36
Female,No,No,Yes,2,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.12,116.24
Female,No,No,Yes,26,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.68,1967.68
Female,No,No,No,54,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.21,3629.34
Male,Yes,No,No,8,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),96.1,768.8
Male,Yes,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.65,1287.3
Male,Yes,Yes,No,56,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,93.74,5249.44
Female,No,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),33.6,67.2
Female,No,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.87,5771.16
Female,Yes,No,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.02,1551.24
Male,No,Yes,No,53,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),90.03,4771.59
Male,Yes,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.98,7258.68
Female,Yes,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.0,812.0
Female,Yes,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.29,151.74
Female,Yes,Yes,Yes,67,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,84.4,5654.8
Female,Yes,Yes,No,24,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),65.88,1581.12
Male,Yes,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.61,886.01
Male,Yes,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,103.56,4349.52
Female,Yes,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),118.93,7016.87
Female,No,No,No,66,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.45,5243.7
Male,No,No,Yes,59,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,59.65,3519.35
Female,Yes,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.15,762.45
Male,No,Yes,Yes,63,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),42.69,2689.47
Female,No,Yes,No,5,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,107.19,535.95
Female,No,Yes,Yes,51,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,49.93,2546.43
Female,Yes,No,Yes,62,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,100.69,6242.78
Male,No,No,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.7,545.3
Female,No,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.35,1267.3
Male,Yes,Yes,Yes,65,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.43,7047.95
Male,Yes,No,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.06,230.6
Female,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.81,455.63
Female,Yes,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.89,1518.29
Female,No,No,Yes,16,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),67.43,1078.88
Male,Yes,No,No,18,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,93.57,1684.26
Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,95.67,95.67
Male,Yes,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.09,1756.3
Female,No,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.27,425.4
Male,No,No,Yes,37,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,103.35,3823.95
Male,No,Yes,No,63,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.85,4337.55
Female,No,Yes,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,105.32,1579.8
Male,Yes,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,102.35,2149.35
Male,No,No,Yes,31,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,88.03,2728.93
Female,Yes,Yes,No,52,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,74.24,3860.48
Female,Yes,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),115.01,2185.19
Female,Yes,No,No,51,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),39.64,2021.64
Male,Yes,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.19,755.7
Female,No,No,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),84.96,509.76
Male,Yes,No,Yes,46,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,56.24,2587.04
Female,Yes,No,No,71,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),77.22,5482.62
Male,Yes,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.28,1456.8
Male,No,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,109.56,7230.96
Female,No,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.93,1483.66
Female,No,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.82,1729.2
Female,Yes,No,No,29,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,98.6,2859.4
Male,Yes,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.92,2035.2
Male,Yes,No,Yes,68,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),90.75,6171.0
Female,Yes,Yes,Yes,69,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,68.93,4756.17
Male,Yes,No,No,12,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),45.13,541.56
Female,Yes,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.92,996.8
Male,Yes,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.91,772.21
Female,Yes,Yes,No,71,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),81.68,5799.28
Female,No,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),80.54,402.7
Female,No,No,Yes,41,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),35.21,1443.61
Female,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,1366.8
Male,Yes,Yes,No,47,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,75.81,3563.07
Male,No,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.02,1050.7
Female,Yes,No,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),44.59,936.39
Female,Yes,No,Yes,41,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.19,4681.79
Female,No,No,Yes,50,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,43.22,2161.0
Male,No,No,Yes,42,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.98,2561.16
Male,No,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,100.54,703.78
Male,Yes,No,No,51,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),51.98,2650.98
Female,Yes,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.14,20.14
Female,No,No,Yes,31,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),42.37,1313.47
Female,Yes,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),103.39,3101.7
Female,No,No,No,20,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),66.2,1324.0
Female,Yes,No,Yes,0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,57.02,0.0
Male,Yes,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.96,461.12
Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),88.48,1061.76
Male,Yes,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.36,584.64
Male,Yes,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.53,1292.73
Male,No,Yes,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.77,2000.05
Male,No,No,No,63,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),113.16,7129.08
Female,No,Yes,No,32,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),60.61,1939.52
Female,No,No,No,63,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),102.27,6443.01
Male,No,Yes,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,72.26,1083.9
Male,No,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.35,2928.6
Male,No,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),53.74,537.4
Male,No,No,No,28,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),77.68,2175.04
Male,No,Yes,No,24,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.74,1649.76
Male,Yes,Yes,Yes,49,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),60.93,2985.57
Female,Yes,Yes,Yes,68,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,91.61,6229.48
Female,Yes,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.13,2328.25
Female,No,No,No,22,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.68,1202.96
Female,No,Yes,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.06,1263.78
Female,No,No,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,112.79,3609.28
Female,Yes,Yes,No,59,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,111.02,6550.18
Male,Yes,No,Yes,68,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,43.9,2985.2
Female,Yes,Yes,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.44,3137.16
Female,Yes,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,51.13,1227.12
Female,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.64,2177.28
Female,Yes,Yes,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.49,1377.48
Male,No,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.2,1100.4
Female,Yes,Yes,Yes,2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),59.94,119.88
Male,Yes,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.14,3659.88
Male,No,No,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,74.59,4177.04
Male,No,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),83.59,1755.39
Female,No,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.36,1588.16
Male,No,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),98.11,3728.18
Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.42,730.08
Female,No,No,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.79,2156.98
Male,No,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.93,1316.15
Male,No,No,Yes,31,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,47.71,1479.01
Male,Yes,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,72.62,726.2
Female,Yes,No,Yes,50,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),61.25,3062.5
Male,Yes,No,Yes,17,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),72.5,1232.5
Female,Yes,Yes,Yes,37,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.26,2192.62
Female,Yes,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.84,724.68
Female,No,No,No,43,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.31,3238.33
Male,Yes,Yes,No,31,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.69,3152.39
Male,No,No,Yes,44,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),76.39,3361.16
Male,No,Yes,No,69,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),81.45,5620.05
Male,No,No,Yes,17,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,67.7,1150.9
Male,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,98.85,1087.35
Male,No,No,No,46,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,76.86,3535.56
Female,Yes,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.76,1082.64
Female,No,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.51,579.69
Female,Yes,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.05,1120.15
Male,No,No,Yes,70,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),63.86,4470.2
Male,Yes,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.55,32.55
Female,Yes,Yes,Yes,45,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.25,2126.25
Female,No,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.5,269.5
Male,Yes,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.37,440.55
Female,No,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.95,1467.55
Female,Yes,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.9,63.8
Male,Yes,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.12,2256.76
Female,No,Yes,No,0,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,65.31,0.0
Male,Yes,Yes,Yes,18,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),38.72,696.96
Male,No,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.44,654.08
Male,No,Yes,No,19,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,96.57,1834.83
Female,Yes,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.14,3710.76
Female,Yes,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.68,1377.6
Female,Yes,No,No,61,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,80.92,4936.12
Female,No,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.88,1029.6
Male,No,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.08,242.88
Male,No,No,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,105.13,5677.02
Male,No,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,53.66,1180.52
Male,No,No,No,37,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),79.62,2945.94
